Disease,Disease ID,Disease Acronym
Mitochondrial encephalomyopathy with lactic acidosis and stroke-like episodes syndrome,DI-01983,MELAS
Mitochondrial infantile bilateral striatal necrosis,DI-01818,MIBSN
Mitochondrial myopathy with lactic acidosis,DI-04438,MMLA
"Mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy",DI-05521,MEOAL
Mitochondrial phosphate carrier deficiency,DI-01985,MPCD
Mitochondrial phosphoenolpyruvate carboxykinase deficiency,DI-01986,M-PEPCKD
Mitochondrial pyruvate carrier deficiency,DI-03497,MPYCD
Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency,DI-04359,ECHS1D
Mitochondrial trifunctional protein deficiency,DI-02388,MTPD
Mitral valve prolapse 2,DI-04583,MVP2
Miyoshi muscular dystrophy 1,DI-01987,MMD1
Miyoshi muscular dystrophy 3,DI-02704,MMD3
Mohr-Tranebjaerg syndrome,DI-01988,MTS
"Molybdenum cofactor deficiency, complementation group A",DI-01989,MOCODA
"Molybdenum cofactor deficiency, complementation group B",DI-01990,MOCODB
"Molybdenum cofactor deficiency, complementation group C",DI-01991,MOCODC
Monilethrix,DI-01992,MNLIX
Monocarboxylate transporter 1 deficiency,DI-04263,MCT1D
Monocarboxylate transporter 8 deficiency,DI-01993,MCT8 deficiency
Mononeuropathy of the median nerve mild,DI-02929,MNMN
Morbid obesity and spermatogenic failure,DI-04042,MOSPGF
Mosaic variegated aneuploidy syndrome 1,DI-01994,MVA1
Mosaic variegated aneuploidy syndrome 2,DI-03206,MVA2
Mosaic variegated aneuploidy syndrome 3,DI-05048,MVA3
Mowat-Wilson syndrome,DI-01749,MOWS
Moyamoya disease 2,DI-03059,MYMY2
Moyamoya disease 5,DI-03141,MYMY5
Moyamoya disease 6 with or without achalasia,DI-04074,MYMY6
Muckle-Wells syndrome,DI-00783,MWS
"Mucocutaneous ulceration, chronic",DI-05466,CMCU
Mucolipidosis 4,DI-01998,ML4
Mucolipidosis type II,DI-01995,MLII
Mucolipidosis type III complementation group A,DI-01996,MLIIIA
Mucolipidosis type III complementation group C,DI-01997,MLIIIC
Mucopolysaccharidosis 1H,DI-00770,MPS1H
Mucopolysaccharidosis 1H/S,DI-00771,MPS1H/S
Mucopolysaccharidosis 1S,DI-00772,MPS1S
Mucopolysaccharidosis 2,DI-00773,MPS2
Mucopolysaccharidosis 3A,DI-00774,MPS3A
Mucopolysaccharidosis 3B,DI-00775,MPS3B
Mucopolysaccharidosis 3C,DI-00776,MPS3C
Mucopolysaccharidosis 3D,DI-00777,MPS3D
Mucopolysaccharidosis 4A,DI-00778,MPS4A
Mucopolysaccharidosis 4B,DI-00779,MPS4B
Mucopolysaccharidosis 6,DI-00780,MPS6
Mucopolysaccharidosis 7,DI-00781,MPS7
Mucopolysaccharidosis 9,DI-00782,MPS9
Mucopolysaccharidosis-plus syndrome,DI-04927,MPSPS
Muenke syndrome,DI-00784,MNKS
Muir-Torre syndrome,DI-02000,MRTES
Mulibrey nanism,DI-02001,MUL
Mullegama-Klein-Martinez syndrome,DI-05502,MKMS
Mullerian aplasia and hyperandrogenism,DI-01999,MULLAPL
Multicentric carpotarsal osteolysis syndrome,DI-03436,MCTO
"Multicentric osteolysis, nodulosis, and arthropathy",DI-02374,MONA
Multiminicore disease with external ophthalmoplegia,DI-02002,MMDO
"Multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia and hydranencephaly",DI-05054,MARCH
Multiple congenital anomalies-hypotonia-seizures syndrome 1,DI-03203,MCAHS1
Multiple congenital anomalies-hypotonia-seizures syndrome 2,DI-03403,MCAHS2
Multiple congenital anomalies-hypotonia-seizures syndrome 3,DI-03879,MCAHS3
Multiple endocrine neoplasia 4,DI-02004,MEN4
Multiple epiphyseal dysplasia 1,DI-00785,EDM1
Multiple epiphyseal dysplasia 2,DI-00786,EDM2
Multiple epiphyseal dysplasia 3,DI-00787,EDM3
Multiple epiphyseal dysplasia 4,DI-00788,EDM4
Multiple epiphyseal dysplasia 5,DI-00789,EDM5
Multiple epiphyseal dysplasia 6,DI-01355,EDM6
Multiple epiphyseal dysplasia with myopia and conductive deafness,DI-00790,EDMMD
Multiple familial trichoepithelioma 1,DI-02007,MFT1
Multiple fibroadenomas of the breast,DI-03981,MFAB
"Multiple joint dislocations, short stature, and craniofacial dysmorphism with or without congenital heart defects",DI-03269,JDSCD
Multiple mitochondrial dysfunctions syndrome 1,DI-03293,MMDS1
Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia,DI-03294,MMDS2
Multiple mitochondrial dysfunctions syndrome 3,DI-03800,MMDS3
Multiple mitochondrial dysfunctions syndrome 4,DI-04429,MMDS4
Multiple mitochondrial dysfunctions syndrome 5,DI-05070,MMDS5
Multiple mitochondrial dysfunctions syndrome 6,DI-05241,MMDS6
Multiple myeloma,DI-02700,MM
Multiple neoplasia 2A,DI-02008,MEN2A
Multiple neoplasia 2B,DI-02009,MEN2B
"Multiple pterygium syndrome, Escobar variant",DI-01536,EVMPS
"Multiple pterygium syndrome, lethal type",DI-01895,LMPS
Multiple sclerosis,DI-02604,MS
Multiple sclerosis 3,DI-02605,MS3
Multiple sclerosis 5,DI-03521,MS5
Multiple self-healing squamous epithelioma,DI-03159,MSSE
Multiple sulfatase deficiency,DI-00791,MSD
Multiple synostoses syndrome 1,DI-02010,SYNS1
Multiple synostoses syndrome 2,DI-02011,SYNS2
Multiple synostoses syndrome 3,DI-02564,SYNS3
Multiple synostoses syndrome 4,DI-05210,SYNS4
Multiple system atrophy 1,DI-03867,MSA1
Multisystemic smooth muscle dysfunction syndrome,DI-03109,MSMDS
Mungan syndrome,DI-05340,MGS
Muscle glycogen storage disease 0,DI-02012,GSD0b
Muscle hypertrophy,DI-03210,MSLHP
Muscular dystrophy congenital due to integrin alpha-7 deficiency,DI-02701,MDCI
Muscular dystrophy congenital LMNA-related,DI-02702,MDCL
"Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",DI-04660,MDRCMTT
"Muscular dystrophy, congenital, Davignon-Chauveau type",DI-04800,MDCDC
"Muscular dystrophy, congenital, megaconial type",DI-05503,MDCMC
"Muscular dystrophy, congenital, with cataracts and intellectual disability",DI-04992,MDCCAID
"Muscular dystrophy, limb-girdle, autosomal dominant 1",DI-03434,LGMDD1
"Muscular dystrophy, limb-girdle, autosomal dominant 2",DI-04143,LGMDD2
"Muscular dystrophy, limb-girdle, autosomal dominant 3",DI-04211,LGMDD3
"Muscular dystrophy, limb-girdle, autosomal dominant 4",DI-05338,LGMDD4
"Muscular dystrophy, limb-girdle, autosomal recessive 1",DI-00658,LGMDR1
"Muscular dystrophy, limb-girdle, autosomal recessive 10",DI-00667,LGMDR10
"Muscular dystrophy, limb-girdle, autosomal recessive 12",DI-02703,LGMDR12
"Muscular dystrophy, limb-girdle, autosomal recessive 17",DI-03000,LGMDR17
"Muscular dystrophy, limb-girdle, autosomal recessive 18",DI-03850,LGMDR18
"Muscular dystrophy, limb-girdle, autosomal recessive 2",DI-00659,LGMDR2
"Muscular dystrophy, limb-girdle, autosomal recessive 21",DI-04915,LGMDR21
"Muscular dystrophy, limb-girdle, autosomal recessive 23",DI-05343,LGMDR23
"Muscular dystrophy, limb-girdle, autosomal recessive 25",DI-04650,LGMDR25
"Muscular dystrophy, limb-girdle, autosomal recessive 26",DI-05816,LGMDR26
"Muscular dystrophy, limb-girdle, autosomal recessive 3",DI-00661,LGMDR3
"Muscular dystrophy, limb-girdle, autosomal recessive 4",DI-00662,LGMDR4
"Muscular dystrophy, limb-girdle, autosomal recessive 5",DI-00660,LGMDR5
"Muscular dystrophy, limb-girdle, autosomal recessive 6",DI-00663,LGMDR6
"Muscular dystrophy, limb-girdle, autosomal recessive 7",DI-00664,LGMDR7
"Muscular dystrophy, limb-girdle, autosomal recessive 8",DI-00665,LGMDR8
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A1,DI-01132,MDDGA1
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A10,DI-03684,MDDGA10
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A11,DI-03747,MDDGA11
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A12,DI-03721,MDDGA12
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A13,DI-03785,MDDGA13
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A14,DI-03846,MDDGA14
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A2,DI-02954,MDDGA2
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A3,DI-00792,MDDGA3
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A4,DI-00364,MDDGA4
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A5,DI-02953,MDDGA5
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A6,DI-02962,MDDGA6
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A7,DI-03441,MDDGA7
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A8,DI-03536,MDDGA8
Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A9,DI-04533,MDDGA9
Muscular dystrophy-dystroglycanopathy congenital with impaired intellectual development B15,DI-05900,MDDGB15
Muscular dystrophy-dystroglycanopathy congenital with mental retardation B1,DI-02963,MDDGB1
Muscular dystrophy-dystroglycanopathy congenital with mental retardation B14,DI-03847,MDDGB14
Muscular dystrophy-dystroglycanopathy congenital with mental retardation B2,DI-02955,MDDGB2
Muscular dystrophy-dystroglycanopathy congenital with mental retardation B3,DI-02961,MDDGB3
Muscular dystrophy-dystroglycanopathy congenital with mental retardation B6,DI-01410,MDDGB6
Muscular dystrophy-dystroglycanopathy congenital with or without mental retardation B5,DI-01409,MDDGB5
Muscular dystrophy-dystroglycanopathy congenital without mental retardation B4,DI-02728,MDDGB4
Muscular dystrophy-dystroglycanopathy limb-girdle C1,DI-00668,MDDGC1
Muscular dystrophy-dystroglycanopathy limb-girdle C12,DI-04274,MDDGC12
Muscular dystrophy-dystroglycanopathy limb-girdle C14,DI-03848,MDDGC14
Muscular dystrophy-dystroglycanopathy limb-girdle C15,DI-02496,MDDGC15
Muscular dystrophy-dystroglycanopathy limb-girdle C2,DI-02956,MDDGC2
Muscular dystrophy-dystroglycanopathy limb-girdle C3,DI-02957,MDDGC3
Muscular dystrophy-dystroglycanopathy limb-girdle C4,DI-00669,MDDGC4
Muscular dystrophy-dystroglycanopathy limb-girdle C5,DI-00666,MDDGC5
Muscular dystrophy-dystroglycanopathy limb-girdle C7,DI-04245,MDDGC7
Muscular dystrophy-dystroglycanopathy limb-girdle C8,DI-05342,MDDGC8
Muscular dystrophy-dystroglycanopathy limb-girdle C9,DI-03074,MDDGC9
"Myasthenic syndrome, congenital, 10",DI-00494,CMS10
"Myasthenic syndrome, congenital, 11, associated with acetylcholine receptor deficiency",DI-04401,CMS11
"Myasthenic syndrome, congenital, 12",DI-03084,CMS12
"Myasthenic syndrome, congenital, 13",DI-03511,CMS13
"Myasthenic syndrome, congenital, 14",DI-04340,CMS14
"Myasthenic syndrome, congenital, 15",DI-04339,CMS15
"Myasthenic syndrome, congenital, 16",DI-00365,CMS16
"Myasthenic syndrome, congenital, 17",DI-04402,CMS17
"Myasthenic syndrome, congenital, 18",DI-04403,CMS18
"Myasthenic syndrome, congenital, 19",DI-04604,CMS19
"Myasthenic syndrome, congenital, 1A, slow-channel",DI-00368,CMS1A
"Myasthenic syndrome, congenital, 1B, fast-channel",DI-00367,CMS1B
"Myasthenic syndrome, congenital, 20, presynaptic",DI-04861,CMS20
"Myasthenic syndrome, congenital, 21, presynaptic",DI-04909,CMS21
"Myasthenic syndrome, congenital, 22",DI-04963,CMS22
"Myasthenic syndrome, congenital, 23, presynaptic",DI-05393,CMS23
"Myasthenic syndrome, congenital, 24, presynaptic",DI-05394,CMS24
"Myasthenic syndrome, congenital, 25, presynaptic",DI-05479,CMS25
"Myasthenic syndrome, congenital, 2A, slow-channel",DI-04393,CMS2A
"Myasthenic syndrome, congenital, 2C, associated with acetylcholine receptor deficiency",DI-04398,CMS2C
"Myasthenic syndrome, congenital, 3A, slow-channel",DI-04394,CMS3A
"Myasthenic syndrome, congenital, 3B, fast-channel",DI-04395,CMS3B
"Myasthenic syndrome, congenital, 3C, associated with acetylcholine receptor deficiency",DI-04399,CMS3C
"Myasthenic syndrome, congenital, 4A, slow-channel",DI-04397,CMS4A
"Myasthenic syndrome, congenital, 4B, fast-channel",DI-04396,CMS4B
"Myasthenic syndrome, congenital, 4C, associated with acetylcholine receptor deficiency",DI-00369,CMS4C
"Myasthenic syndrome, congenital, 5",DI-00366,CMS5
"Myasthenic syndrome, congenital, 6, presynaptic",DI-00370,CMS6
"Myasthenic syndrome, congenital, 7, presynaptic",DI-04255,CMS7
"Myasthenic syndrome, congenital, 8",DI-04109,CMS8
"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency",DI-04400,CMS9
Myelodysplastic syndrome,DI-03291,MDS
Myelofibrosis,DI-02746,MYELOF
Myelofibrosis with myeloid metaplasia,DI-03415,MMM
Myeloperoxidase deficiency,DI-02016,MPOD
Myeloproliferative disorder chronic with eosinophilia,DI-02609,MPE
"Myeloproliferative/lymphoproliferative neoplasms, familial",DI-04687,MPLPF
Myhre syndrome,DI-03349,MYHRS
Myocardial infarction 1,DI-02017,MCI1
Myoclonic-atonic epilepsy,DI-04457,MAE
"Myoclonus, familial, 1",DI-03616,MYOCL1
"Myoclonus, familial, 2",DI-05513,MYOCL2
"Myoclonus, intractable, neonatal",DI-04913,NEIMY
"Myofibromatosis, infantile 1",DI-03815,IMF1
"Myofibromatosis, infantile 2",DI-03816,IMF2
"Myoglobinuria, acute recurrent, autosomal recessive",DI-01227,ARARM
Myokymia isolated 1,DI-00793,MK1
Myopathy due to myoadenylate deaminase deficiency,DI-00039,MMDD
Myopathy with exercise intolerance Swedish type,DI-02019,MEIS
Myopathy with extrapyramidal signs,DI-04058,MPXPS
Myopathy with lactic acidosis and sideroblastic anemia 1,DI-02020,MLASA1
Myopathy with lactic acidosis and sideroblastic anemia 2,DI-02902,MLASA2
"Myopathy, actin, congenital, with excess of thin myofilaments",DI-01412,MPCETM
"Myopathy, autosomal recessive, with rigid spine and distal joint contractures",DI-04804,MRRSDC
"Myopathy, centronuclear, 1",DI-00252,CNM1
"Myopathy, centronuclear, 2",DI-00253,CNM2
"Myopathy, centronuclear, 4",DI-03519,CNM4
"Myopathy, centronuclear, 5",DI-04210,CNM5
"Myopathy, centronuclear, 6, with fiber-type disproportion",DI-05139,CNM6
"Myopathy, centronuclear, X-linked",DI-00254,CNMX
"Myopathy, congenital proximal, with minicore lesions",DI-05794,MYOPMIL
"Myopathy, congenital, Bailey-Bloch",DI-03974,MYPBB
"Myopathy, congenital, Compton-North",DI-01385,MYPCN
"Myopathy, congenital, progressive, with scoliosis",DI-05660,MYOSCO
"Myopathy, congenital, with diaphragmatic defects, respiratory insufficiency, and dysmorphic facies",DI-05895,MYODRIF
"Myopathy, congenital, with fast-twitch type II fiber atrophy",DI-05562,MYOFTA
"Myopathy, congenital, with fiber-type disproportion",DI-01413,CFTD
"Myopathy, congenital, with respiratory insufficiency and bone fractures",DI-05793,MYORIBF
"Myopathy, congenital, with structured cores and Z-line abnormalities",DI-05700,MYOCOZ
"Myopathy, congenital, with tremor",DI-05629,MYOTREM
"Myopathy, distal, 1",DI-01873,MPD1
"Myopathy, distal, 4",DI-03144,MPD4
"Myopathy, distal, 5",DI-04761,MPD5
"Myopathy, distal, 6, adult onset, autosomal dominant",DI-05701,MPD6
"Myopathy, distal, Tateyama type",DI-03297,MPDT
"Myopathy, distal, with rimmed vacuoles",DI-04886,DMRV
"Myopathy, early-onset, areflexia, respiratory distress, and dysphagia",DI-03358,EMARDD
"Myopathy, epilepsy, and progressive cerebral atrophy",DI-05924,MEPCA
"Myopathy, isolated mitochondrial, autosomal dominant",DI-04333,IMMD
"Myopathy, lactic acidosis, and sideroblastic anemia 3",DI-04410,MLASA3
"Myopathy, mitochondrial progressive, with congenital cataract, hearing loss and developmental delay",DI-02638,MPMCHD
"Myopathy, mitochondrial, and ataxia",DI-05086,MMYAT
"Myopathy, myofibrillar, 1",DI-01481,MFM1
"Myopathy, myofibrillar, 10",DI-05925,MFM10
"Myopathy, myofibrillar, 2",DI-01179,MFM2
"Myopathy, myofibrillar, 3",DI-02022,MFM3
"Myopathy, myofibrillar, 4",DI-02467,MFM4
"Myopathy, myofibrillar, 5",DI-01208,MFM5
"Myopathy, myofibrillar, 6",DI-02541,MFM6
"Myopathy, myofibrillar, 7",DI-04834,MFM7
"Myopathy, myofibrillar, 8",DI-04890,MFM8
"Myopathy, myofibrillar, 9, with early respiratory failure",DI-01727,MFM9
"Myopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related",DI-03083,MFMFIH-CRYAB
"Myopathy, myosin storage, autosomal dominant",DI-02021,MSMA
"Myopathy, myosin storage, autosomal recessive",DI-04466,MSMB
"Myopathy, proximal, with ophthalmoplegia",DI-01816,MYPOP
"Myopathy, scapulohumeroperoneal",DI-04672,SHPM
"Myopathy, tubular aggregate, 1",DI-03765,TAM1
"Myopathy, tubular aggregate, 2",DI-04147,TAM2
"Myopathy, vacuolar, with CASQ1 aggregates",DI-04342,VMCQA
"Myopathy, X-linked, with excessive autophagy",DI-02454,MEAX
"Myopathy, X-linked, with postural muscle atrophy",DI-02455,XMPMA
"Myopia 21, autosomal dominant",DI-03177,MYP21
"Myopia 22, autosomal dominant",DI-03878,MYP22
"Myopia 23, autosomal recessive",DI-03893,MYP23
"Myopia 24, autosomal dominant",DI-04185,MYP24
"Myopia 25, autosomal dominant",DI-04910,MYP25
"Myopia 26, X-linked, female-limited",DI-05150,MYP26
Myopia 27,DI-05775,MYP27
Myopia 6,DI-03792,MYP6
"Myopia, high, with cataract and vitreoretinal degeneration",DI-03289,MCVD
Myosclerosis autosomal recessive,DI-01246,MYOSAR
"Myotonia congenita, autosomal dominant",DI-01216,MCAD
"Myotonia congenita, autosomal recessive",DI-01247,MCAR
Myotonia SCN4A-related,DI-00796,MYOSCN4A
Myxoid liposarcoma,DI-03715,MXLIPO
N-acetylaspartate deficiency,DI-03149,NACED
N-acetylglutamate synthase deficiency,DI-02025,NAGSD
N-terminal acetyltransferase deficiency,DI-03266,NATD
Nabais Sa-de Vries syndrome 1,DI-05805,NSDVS1
Nabais Sa-de Vries syndrome 2,DI-05806,NSDVS2
Naegeli-Franceschetti-Jadassohn syndrome,DI-00797,NFJS
"Nail disorder, non-syndromic congenital, 1",DI-03199,NDNC1
"Nail disorder, non-syndromic congenital, 3",DI-03200,NDNC3
"Nail disorder, non-syndromic congenital, 4",DI-01185,NDNC4
"Nail disorder, non-syndromic congenital, 8",DI-01844,NDNC8
Nail-patella syndrome,DI-02026,NPS
Nance-Horan syndrome,DI-02027,NHS
Nanophthalmos 2,DI-02028,NNO2
Nanophthalmos 4,DI-04209,NNO4
Narcolepsy 1,DI-02029,NRCLP1
Narcolepsy 7,DI-03240,NRCLP7
"Nasopharyngeal carcinoma, 3",DI-04806,NPCA3
Naxos disease,DI-00798,NXD
Nemaline myopathy 1,DI-02032,NEM1
Nemaline myopathy 10,DI-04292,NEM10
Nemaline myopathy 11,DI-04947,NEM11
Nemaline myopathy 2,DI-02033,NEM2
Nemaline myopathy 3,DI-02034,NEM3
Nemaline myopathy 4,DI-02035,NEM4
Nemaline myopathy 5,DI-02036,NEM5
Nemaline myopathy 6,DI-02960,NEM6
Nemaline myopathy 7,DI-02037,NEM7
Nemaline myopathy 8,DI-03802,NEM8
Nemaline myopathy 9,DI-04073,NEM9
Nephrogenic syndrome of inappropriate antidiuresis,DI-02040,NSIAD
Nephrolithiasis 1,DI-00801,NPHL1
